ticker,date,period_ending,estimate,reported,surprise,surprise%
BBSI,02-Nov-2022,Sep 2022,2.17,2.45,0.28,12.9
BBW,30-Nov-2022,Oct 2022,0.38,0.51,0.13,34.21
BBY,22-Nov-2022,Oct 2022,1.03,1.38,0.35,33.98
BC,27-Oct-2022,Sep 2022,2.62,2.67,0.05,1.91
BCBP,20-Oct-2022,Sep 2022,0.68,0.76,0.08,11.76
BCC,31-Oct-2022,Sep 2022,4.45,5.52,1.07,24.04
BCO,26-Oct-2022,Sep 2022,1.2,1.34,0.14,11.67
BCPC,04-Nov-2022,Sep 2022,0.91,0.78,-0.13,-14.29
BCRX,01-Nov-2022,Sep 2022,-0.32,-0.23,0.09,28.13
BDC,02-Nov-2022,Sep 2022,1.57,1.77,0.2,12.74
BDN,20-Oct-2022,Sep 2022,0.34,0.08,-0.26,-76.47
BDX,10-Nov-2022,Sep 2022,2.73,2.75,0.02,0.73
BE,03-Nov-2022,Sep 2022,-0.06,-0.2,-0.14,-233.33
BEAM,07-Nov-2022,Sep 2022,-1.3,-1.56,-0.26,-20.0
BECN,03-Nov-2022,Sep 2022,2.1,2.25,0.15,7.14
BEN,01-Nov-2022,Sep 2022,0.69,0.78,0.09,13.04
BERY,15-Nov-2022,Sep 2022,2.15,2.19,0.04,1.86
BFAM,01-Nov-2022,Sep 2022,0.65,0.66,0.01,1.54
BFC,18-Oct-2022,Sep 2022,1.67,1.69,0.02,1.2
BFLY,03-Nov-2022,Sep 2022,-0.24,-0.27,-0.03,-12.5
BFS,08-Nov-2022,Sep 2022,0.78,0.73,-0.05,-6.41
BFST,26-Oct-2022,Sep 2022,0.7,0.72,0.02,2.86
BG,26-Oct-2022,Sep 2022,2.44,3.45,1.01,41.39
BGCP,02-Nov-2022,Sep 2022,0.15,0.16,0.01,6.67
BGS,09-Nov-2022,Sep 2022,0.31,0.31,0.0,0.0
BHB,19-Oct-2022,Sep 2022,0.73,0.76,0.03,4.11
BHF,07-Nov-2022,Sep 2022,0.78,-0.04,-0.82,-105.13
BHG,09-Nov-2022,Sep 2022,-0.4,-0.35,0.05,12.5
BHLB,20-Oct-2022,Sep 2022,0.58,0.62,0.04,6.9
BHR,02-Nov-2022,Sep 2022,0.2,-0.2,-0.4,-200.0
BHVN,09-Nov-2022,Sep 2022,-2.53,-1.75,0.78,30.83
BIG,01-Dec-2022,Oct 2022,-2.92,-2.99,-0.07,-2.4
BIGC,03-Nov-2022,Sep 2022,-0.21,-0.15,0.06,28.57
BIIB,25-Oct-2022,Sep 2022,4.13,4.77,0.64,15.5
BILL,03-Nov-2022,Sep 2022,0.06,0.14,0.08,133.33
BIO,27-Oct-2022,Sep 2022,2.59,2.6,0.01,0.39
BIRD,08-Nov-2022,Sep 2022,-0.17,-0.15,0.02,11.76
BJ,17-Nov-2022,Oct 2022,0.83,0.99,0.16,19.28
BJRI,20-Oct-2022,Sep 2022,-0.28,-0.25,0.03,10.71
BK,17-Oct-2022,Sep 2022,1.1,1.21,0.11,10.0
BKD,07-Nov-2022,Sep 2022,-0.13,-0.15,-0.02,-15.38
BKE,18-Nov-2022,Oct 2022,1.25,1.24,-0.01,-0.8
BKH,02-Nov-2022,Sep 2022,0.67,0.54,-0.13,-19.4
BKI,03-Nov-2022,Sep 2022,0.67,0.56,-0.11,-16.42
BKNG,02-Nov-2022,Sep 2022,49.4,53.03,3.63,7.35
BKR,19-Oct-2022,Sep 2022,0.25,0.26,0.01,4.0
BKU,20-Oct-2022,Sep 2022,1.01,1.12,0.11,10.89
BL,03-Nov-2022,Sep 2022,0.09,0.21,0.12,133.33
BLD,01-Nov-2022,Sep 2022,4.09,4.8,0.71,17.36
BLDE,10-Nov-2022,Sep 2022,-0.14,-0.13,0.01,7.14
BLDR,08-Nov-2022,Sep 2022,3.53,5.2,1.67,47.31
BLFS,09-Nov-2022,Sep 2022,-0.18,-0.23,-0.05,-27.78
BLK,13-Oct-2022,Sep 2022,7.7,9.55,1.85,24.03
BLKB,01-Nov-2022,Sep 2022,0.62,0.69,0.07,11.29
BLMN,28-Oct-2022,Sep 2022,0.33,0.35,0.02,6.06
BLND,10-Nov-2022,Sep 2022,-0.16,-0.19,-0.03,-18.75
BLNK,08-Nov-2022,Sep 2022,-0.48,-0.47,0.01,2.08
BLUE,07-Nov-2022,Sep 2022,-1.28,-0.92,0.36,28.13
BMI,19-Oct-2022,Sep 2022,0.6,0.61,0.01,1.67
BMRC,24-Oct-2022,Sep 2022,0.74,0.76,0.02,2.7
BMRN,26-Oct-2022,Sep 2022,0.37,0.45,0.08,21.62
BMY,25-Oct-2022,Sep 2022,1.83,1.99,0.16,8.74
BNGO,03-Nov-2022,Sep 2022,-0.12,-0.11,0.01,8.33
BNL,02-Nov-2022,Sep 2022,0.37,0.16,-0.21,-56.76
BOH,24-Oct-2022,Sep 2022,1.43,1.28,-0.15,-10.49
BOKF,26-Oct-2022,Sep 2022,2.05,2.32,0.27,13.17
BOOM,03-Nov-2022,Sep 2022,0.25,0.35,0.1,40.0
BOOT,26-Oct-2022,Sep 2022,0.91,1.06,0.15,16.48
BOX,30-Nov-2022,Oct 2022,0.3,0.31,0.01,3.33
BPMC,01-Nov-2022,Sep 2022,-2.51,-2.23,0.28,11.16
BPOP,26-Oct-2022,Sep 2022,2.53,5.7,3.17,125.3
BR,02-Nov-2022,Sep 2022,0.87,0.84,-0.03,-3.45
BRBR,17-Nov-2022,Sep 2022,0.29,0.31,0.02,6.9
BRC,17-Nov-2022,Oct 2022,0.81,0.84,0.03,3.7
BRKL,26-Oct-2022,Sep 2022,0.36,0.4,0.04,11.11
BRKR,03-Nov-2022,Sep 2022,0.53,0.66,0.13,24.53
BRMK,07-Nov-2022,Sep 2022,0.16,0.12,-0.04,-25.0
BRO,24-Oct-2022,Sep 2022,0.6,0.5,-0.1,-16.67
BRP,07-Nov-2022,Sep 2022,0.17,0.18,0.01,5.88
BRSP,02-Nov-2022,Sep 2022,0.24,0.25,0.01,4.17
BRX,01-Nov-2022,Sep 2022,0.49,0.49,0.0,0.0
BRY,02-Nov-2022,Sep 2022,0.46,0.55,0.09,19.57
BSIG,03-Nov-2022,Sep 2022,0.27,0.3,0.03,11.11
BSRR,24-Oct-2022,Sep 2022,0.67,0.66,-0.01,-1.49
BSX,26-Oct-2022,Sep 2022,0.44,0.43,-0.01,-2.27
BSY,08-Nov-2022,Sep 2022,0.17,0.19,0.02,11.76
BTAI,10-Nov-2022,Sep 2022,-1.34,-1.49,-0.15,-11.19
BTU,03-Nov-2022,Sep 2022,1.69,1.78,0.09,5.33
BURL,22-Nov-2022,Oct 2022,0.52,0.43,-0.09,-17.31
BUSE,25-Oct-2022,Sep 2022,0.64,0.65,0.01,1.56
BV,17-Nov-2022,Sep 2022,0.36,0.37,0.01,2.78
BVH,03-Nov-2022,Sep 2022,1.08,1.19,0.11,10.19
BW,08-Nov-2022,Sep 2022,-0.03,-0.24,-0.21,-700.0
BWA,27-Oct-2022,Sep 2022,1.02,1.24,0.22,21.57
BWB,27-Oct-2022,Sep 2022,0.46,0.47,0.01,2.17
BWXT,07-Nov-2022,Sep 2022,0.72,0.69,-0.03,-4.17
BX,20-Oct-2022,Sep 2022,0.96,1.06,0.1,10.42
BXC,01-Nov-2022,Sep 2022,5.4,6.38,0.98,18.15
BXMT,26-Oct-2022,Sep 2022,0.65,0.71,0.06,9.23
BXP,25-Oct-2022,Sep 2022,1.87,2.29,0.42,22.46
BY,27-Oct-2022,Sep 2022,0.55,0.61,0.06,10.91
BYD,25-Oct-2022,Sep 2022,1.28,1.48,0.2,15.63
BYND,09-Nov-2022,Sep 2022,-1.09,-1.6,-0.51,-46.79
BZH,10-Nov-2022,Sep 2022,2.0,2.82,0.82,41.0
C,14-Oct-2022,Sep 2022,1.46,1.5,0.04,2.74
CABO,03-Nov-2022,Sep 2022,12.61,11.53,-1.08,-8.56
CAC,25-Oct-2022,Sep 2022,1.09,0.98,-0.11,-10.09
CACC,01-Nov-2022,Sep 2022,11.37,6.49,-4.88,-42.92
CACI,26-Oct-2022,Sep 2022,4.25,4.36,0.11,2.59
CADE,24-Oct-2022,Sep 2022,0.77,0.78,0.01,1.3
CAG,06-Oct-2022,Aug 2022,0.52,0.57,0.05,9.62
CAH,04-Nov-2022,Sep 2022,0.96,1.2,0.24,25.0
CAKE,01-Nov-2022,Sep 2022,0.28,-0.03,-0.31,-110.71
CAL,22-Nov-2022,Oct 2022,1.12,1.15,0.03,2.68
CALM,27-Sep-2022,Aug 2022,2.4,2.57,0.17,7.08
CALX,24-Oct-2022,Sep 2022,0.24,0.34,0.1,41.67
CANO,09-Nov-2022,Sep 2022,-0.04,-0.01,0.03,75.0
CAR,31-Oct-2022,Sep 2022,14.8,21.7,6.9,46.62
CARA,07-Nov-2022,Sep 2022,-0.42,-0.43,-0.01,-2.38
CARE,27-Oct-2022,Sep 2022,0.51,0.59,0.08,15.69
CARG,08-Nov-2022,Sep 2022,0.26,0.21,-0.05,-19.23
CARR,27-Oct-2022,Sep 2022,0.65,0.7,0.05,7.69
CARS,03-Nov-2022,Sep 2022,0.14,-0.04,-0.18,-128.57
CASH,27-Oct-2022,Sep 2022,0.73,1.04,0.31,42.47
CASY,06-Dec-2022,Oct 2022,3.27,3.67,0.4,12.23
CAT,27-Oct-2022,Sep 2022,3.19,3.95,0.76,23.82
CATC,18-Oct-2022,Sep 2022,2.06,2.09,0.03,1.46
CATY,24-Oct-2022,Sep 2022,1.3,1.35,0.05,3.85
CB,25-Oct-2022,Sep 2022,3.02,3.17,0.15,4.97
CBAN,20-Oct-2022,Sep 2022,0.36,0.3,-0.06,-16.67
CBOE,04-Nov-2022,Sep 2022,1.63,1.74,0.11,6.75
CBRE,27-Oct-2022,Sep 2022,1.24,1.13,-0.11,-8.87
CBRL,02-Dec-2022,Oct 2022,1.27,0.99,-0.28,-22.05
CBSH,18-Oct-2022,Sep 2022,0.99,0.97,-0.02,-2.02
CBT,07-Nov-2022,Sep 2022,1.48,1.55,0.07,4.73
CBU,24-Oct-2022,Sep 2022,0.95,0.9,-0.05,-5.26
CBZ,27-Oct-2022,Sep 2022,0.46,0.51,0.05,10.87
CC,25-Oct-2022,Sep 2022,1.16,1.24,0.08,6.9
CCBG,25-Oct-2022,Sep 2022,0.68,0.67,-0.01,-1.47
CCCC,03-Nov-2022,Sep 2022,-0.65,-0.65,0.0,0.0
CCCS,04-Nov-2022,Sep 2022,0.08,0.07,-0.01,-12.5
CCI,19-Oct-2022,Sep 2022,1.83,0.97,-0.86,-46.99
CCK,24-Oct-2022,Sep 2022,1.76,1.46,-0.3,-17.05
CCL,30-Sep-2022,Aug 2022,-0.12,-0.58,-0.46,-383.33
CCNE,18-Oct-2022,Sep 2022,0.92,0.9,-0.02,-2.17
CCO,08-Nov-2022,Sep 2022,-0.03,-0.08,-0.05,-166.67
CCOI,03-Nov-2022,Sep 2022,0.23,-0.13,-0.36,-156.52
CCRN,02-Nov-2022,Sep 2022,0.96,1.07,0.11,11.46
CCS,26-Oct-2022,Sep 2022,4.2,4.44,0.24,5.71
CDAY,02-Nov-2022,Sep 2022,0.12,0.2,0.08,66.67
CDE,09-Nov-2022,Sep 2022,-0.05,-0.16,-0.11,-220.0
CDMO,06-Dec-2022,Oct 2022,-0.01,-0.01,0.0,0.0
CDNA,03-Nov-2022,Sep 2022,-0.14,-0.06,0.08,57.14
CDNS,24-Oct-2022,Sep 2022,0.97,1.06,0.09,9.28
CDRE,10-Nov-2022,Sep 2022,0.2,0.13,-0.07,-35.0
CDW,02-Nov-2022,Sep 2022,2.52,2.6,0.08,3.17
CDXS,03-Nov-2022,Sep 2022,-0.18,-0.15,0.03,16.67
CE,03-Nov-2022,Sep 2022,3.98,3.94,-0.04,-1.01
CEG,08-Nov-2022,Sep 2022,0.76,-0.57,-1.33,-175.0
CEIX,01-Nov-2022,Sep 2022,2.93,2.55,-0.38,-12.97
CELH,09-Nov-2022,Sep 2022,0.12,-0.73,-0.85,-708.33
CENT,21-Nov-2022,Sep 2022,0.03,-0.04,-0.07,-233.33
CENTA,21-Nov-2022,Sep 2022,0.03,-0.04,-0.07,-233.33
CENX,07-Nov-2022,Sep 2022,-0.63,-0.34,0.29,46.03
CERE,08-Nov-2022,Sep 2022,-0.62,-0.66,-0.04,-6.45
CERS,03-Nov-2022,Sep 2022,-0.05,-0.05,0.0,0.0
CERT,07-Nov-2022,Sep 2022,0.11,0.1,-0.01,-9.09
CEVA,09-Nov-2022,Sep 2022,0.19,0.2,0.01,5.26
CF,02-Nov-2022,Sep 2022,3.19,2.55,-0.64,-20.06
CFB,17-Oct-2022,Sep 2022,0.34,0.35,0.01,2.94
CFFN,26-Oct-2022,Sep 2022,0.15,0.14,-0.01,-6.67
CFG,19-Oct-2022,Sep 2022,1.2,1.3,0.1,8.33
CFLT,02-Nov-2022,Sep 2022,-0.17,-0.13,0.04,23.53
CFR,27-Oct-2022,Sep 2022,2.19,2.59,0.4,18.26
CG,08-Nov-2022,Sep 2022,1.04,1.42,0.38,36.54
CGEM,14-Nov-2022,Sep 2022,-0.97,-0.54,0.43,44.33
CGNX,03-Nov-2022,Sep 2022,0.12,0.21,0.09,75.0
CHCO,18-Oct-2022,Sep 2022,1.7,1.83,0.13,7.65
CHCT,01-Nov-2022,Sep 2022,0.59,0.21,-0.38,-64.41
CHD,28-Oct-2022,Sep 2022,0.65,0.76,0.11,16.92
CHDN,26-Oct-2022,Sep 2022,1.3,1.62,0.32,24.62
CHE,31-Oct-2022,Sep 2022,4.61,4.74,0.13,2.82
CHEF,26-Oct-2022,Sep 2022,0.27,0.41,0.14,51.85
CHGG,01-Nov-2022,Sep 2022,0.14,0.21,0.07,50.0
CHH,07-Nov-2022,Sep 2022,1.75,1.56,-0.19,-10.86
CHK,01-Nov-2022,Sep 2022,4.48,5.06,0.58,12.95
CHPT,01-Dec-2022,Oct 2022,-0.19,-0.17,0.02,10.53
CHRD,02-Nov-2022,Sep 2022,8.06,7.2,-0.86,-10.67
CHRS,08-Nov-2022,Sep 2022,-0.53,-0.96,-0.43,-81.13
CHRW,02-Nov-2022,Sep 2022,2.15,1.78,-0.37,-17.21
CHS,22-Nov-2022,Oct 2022,0.13,0.2,0.07,53.85
CHTR,28-Oct-2022,Sep 2022,7.94,7.38,-0.56,-7.05
CHUY,03-Nov-2022,Sep 2022,0.24,0.31,0.07,29.17
CHX,25-Oct-2022,Sep 2022,0.31,0.33,0.02,6.45
CI,03-Nov-2022,Sep 2022,5.7,6.04,0.34,5.96
CIEN,08-Dec-2022,Oct 2022,0.08,0.61,0.53,662.5
CIM,03-Nov-2022,Sep 2022,0.25,0.27,0.02,8.0
CINF,31-Oct-2022,Sep 2022,0.71,0.73,0.02,2.82
CIO,07-Nov-2022,Sep 2022,0.37,0.39,0.02,5.41
CIR,14-Nov-2022,Sep 2022,0.36,0.69,0.33,91.67
CIVB,27-Oct-2022,Sep 2022,0.6,0.72,0.12,20.0
CIVI,31-Oct-2022,Sep 2022,3.64,3.56,-0.08,-2.2
CL,28-Oct-2022,Sep 2022,0.74,0.74,0.0,0.0
CLBK,26-Oct-2022,Sep 2022,0.21,0.21,0.0,0.0
CLDT,08-Nov-2022,Sep 2022,0.42,0.21,-0.21,-50.0
CLDX,09-Nov-2022,Sep 2022,-0.57,-0.57,0.0,0.0
CLF,25-Oct-2022,Sep 2022,0.45,0.29,-0.16,-35.56
CLFD,17-Nov-2022,Sep 2022,0.8,1.22,0.42,52.5
CLH,02-Nov-2022,Sep 2022,2.02,2.43,0.41,20.3
CLNE,08-Nov-2022,Sep 2022,0.04,0.06,0.02,50.0
CLOV,07-Nov-2022,Sep 2022,-0.31,-0.16,0.15,48.39
CLVT,08-Nov-2022,Sep 2022,0.17,0.2,0.03,17.65
CLW,31-Oct-2022,Sep 2022,1.52,1.83,0.31,20.39
CLX,01-Nov-2022,Sep 2022,0.73,0.93,0.2,27.4
CMA,19-Oct-2022,Sep 2022,2.57,2.6,0.03,1.17
CMAX,09-Nov-2022,Sep 2022,-0.11,-0.25,-0.14,-127.27
CMBM,03-Nov-2022,Sep 2022,0.19,0.4,0.21,110.53
CMC,13-Oct-2022,Aug 2022,2.23,2.45,0.22,9.87
CMCO,27-Oct-2022,Sep 2022,0.72,0.73,0.01,1.39
CMCSA,27-Oct-2022,Sep 2022,0.89,0.96,0.07,7.87
CME,26-Oct-2022,Sep 2022,1.93,1.98,0.05,2.59
CMG,25-Oct-2022,Sep 2022,9.11,9.51,0.4,4.39
CMI,03-Nov-2022,Sep 2022,4.88,3.21,-1.67,-34.22
CMP,29-Nov-2022,Sep 2022,-0.17,0.01,0.18,105.88
CMPR,26-Oct-2022,Sep 2022,-0.89,-0.97,-0.08,-8.99
CMRE,02-Nov-2022,Sep 2022,0.87,0.88,0.01,1.15
CMS,27-Oct-2022,Sep 2022,0.56,0.56,0.0,0.0
CMTG,09-Nov-2022,Sep 2022,0.36,0.33,-0.03,-8.33
CMTL,08-Dec-2022,Oct 2022,-0.08,0.16,0.24,300.0
CNA,31-Oct-2022,Sep 2022,0.61,0.78,0.17,27.87
CNC,25-Oct-2022,Sep 2022,1.22,1.3,0.08,6.56
CNDT,01-Nov-2022,Sep 2022,0.08,0.09,0.01,12.5
CNK,04-Nov-2022,Sep 2022,-0.21,-0.2,0.01,4.76
CNM,13-Dec-2022,Oct 2022,0.6,0.65,0.05,8.33
CNMD,26-Oct-2022,Sep 2022,0.75,0.77,0.02,2.67
CNNE,09-Nov-2022,Sep 2022,-0.24,0.69,0.93,387.5
CNO,31-Oct-2022,Sep 2022,0.48,0.49,0.01,2.08
CNOB,27-Oct-2022,Sep 2022,0.77,0.7,-0.07,-9.09
CNP,01-Nov-2022,Sep 2022,0.31,0.32,0.01,3.23
CNX,27-Oct-2022,Sep 2022,0.72,-0.54,-1.26,-175.0
CNXC,28-Sep-2022,Aug 2022,2.97,2.95,-0.02,-0.67
CNXN,03-Nov-2022,Sep 2022,0.79,0.88,0.09,11.39
COCO,09-Nov-2022,Sep 2022,0.15,0.13,-0.02,-13.33
CODI,03-Nov-2022,Sep 2022,0.46,0.46,0.0,0.0
COF,27-Oct-2022,Sep 2022,5.03,4.2,-0.83,-16.5
COGT,14-Nov-2022,Sep 2022,-0.51,-0.5,0.01,1.96
COHR,09-Nov-2022,Sep 2022,0.83,1.04,0.21,25.3
COHU,27-Oct-2022,Sep 2022,0.65,0.74,0.09,13.85
COIN,03-Nov-2022,Sep 2022,-2.23,-2.43,-0.2,-8.97
COLB,20-Oct-2022,Sep 2022,0.8,0.86,0.06,7.5
COLD,03-Nov-2022,Sep 2022,0.25,-0.03,-0.28,-112.0
COLL,03-Nov-2022,Sep 2022,1.22,1.1,-0.12,-9.84
COLM,27-Oct-2022,Sep 2022,1.67,1.8,0.13,7.78
COMM,03-Nov-2022,Sep 2022,0.48,0.5,0.02,4.17
COMP,10-Nov-2022,Sep 2022,-0.34,-0.27,0.07,20.59
COO,08-Dec-2022,Oct 2022,3.09,2.75,-0.34,-11.0
COOP,26-Oct-2022,Sep 2022,0.5,0.58,0.08,16.0
COP,03-Nov-2022,Sep 2022,3.41,3.6,0.19,5.57
CORT,03-Nov-2022,Sep 2022,0.23,0.3,0.07,30.43
COST,22-Sep-2022,Aug 2022,4.12,4.2,0.08,1.94
COTY,08-Nov-2022,Sep 2022,0.11,0.11,0.0,0.0
COUR,26-Oct-2022,Sep 2022,-0.11,-0.07,0.04,36.36
CPA,16-Nov-2022,Sep 2022,2.63,2.91,0.28,10.65
CPB,07-Dec-2022,Oct 2022,0.86,1.02,0.16,18.6
CPE,02-Nov-2022,Sep 2022,4.0,4.04,0.04,1.0
CPF,21-Oct-2022,Sep 2022,0.61,0.61,0.0,0.0
CPK,02-Nov-2022,Sep 2022,0.75,0.54,-0.21,-28.0
CPRI,09-Nov-2022,Sep 2022,1.55,1.79,0.24,15.48
CPRT,16-Nov-2022,Oct 2022,0.55,0.51,-0.04,-7.27
CPRX,09-Nov-2022,Sep 2022,0.19,0.2,0.01,5.26
CPSI,01-Nov-2022,Sep 2022,0.66,0.57,-0.09,-13.64
CPT,27-Oct-2022,Sep 2022,1.7,1.7,0.0,0.0
CRAI,03-Nov-2022,Sep 2022,1.23,1.64,0.41,33.33
CRBU,08-Nov-2022,Sep 2022,-0.48,-0.44,0.04,8.33
CRC,03-Nov-2022,Sep 2022,1.28,1.45,0.17,13.28
CRI,28-Oct-2022,Sep 2022,1.65,1.67,0.02,1.21
CRK,01-Nov-2022,Sep 2022,1.15,1.18,0.03,2.61
CRL,02-Nov-2022,Sep 2022,2.51,2.63,0.12,4.78
CRM,30-Nov-2022,Oct 2022,1.21,1.4,0.19,15.7
CRMT,16-Nov-2022,Oct 2022,2.04,0.48,-1.56,-76.47
CRNC,29-Nov-2022,Sep 2022,-0.24,-0.14,0.1,41.67
CRNX,14-Nov-2022,Sep 2022,-0.78,-0.78,0.0,0.0
CROX,03-Nov-2022,Sep 2022,2.58,2.97,0.39,15.12
CRS,27-Oct-2022,Sep 2022,-0.14,-0.14,0.0,0.0
CRSR,03-Nov-2022,Sep 2022,0.05,0.08,0.03,60.0
CRUS,01-Nov-2022,Sep 2022,1.45,1.99,0.54,37.24
CRWD,29-Nov-2022,Oct 2022,0.32,0.4,0.08,25.0
CSCO,16-Nov-2022,Oct 2022,0.84,0.86,0.02,2.38
CSGP,25-Oct-2022,Sep 2022,0.24,0.3,0.06,25.0
CSGS,02-Nov-2022,Sep 2022,0.91,1.06,0.15,16.48
CSII,03-Nov-2022,Sep 2022,-0.24,-0.27,-0.03,-12.5
CSL,27-Oct-2022,Sep 2022,5.39,5.66,0.27,5.01
CSR,31-Oct-2022,Sep 2022,1.17,-0.14,-1.31,-111.97
CSTL,02-Nov-2022,Sep 2022,-0.7,-0.77,-0.07,-10.0
CSTM,26-Oct-2022,Sep 2022,0.33,0.89,0.56,169.7
CSTR,20-Oct-2022,Sep 2022,0.49,0.37,-0.12,-24.49
CSV,26-Oct-2022,Sep 2022,0.52,0.45,-0.07,-13.46
CSX,20-Oct-2022,Sep 2022,0.49,0.52,0.03,6.12
CTAS,28-Sep-2022,Aug 2022,3.15,3.39,0.24,7.62
CTBI,19-Oct-2022,Sep 2022,1.16,1.08,-0.08,-6.9
CTIC,07-Nov-2022,Sep 2022,-0.15,-0.13,0.02,13.33
CTKB,09-Nov-2022,Sep 2022,0.02,0.04,0.02,100.0
CTLT,01-Nov-2022,Sep 2022,0.55,0.34,-0.21,-38.18
CTO,27-Oct-2022,Sep 2022,0.43,0.19,-0.24,-55.81
CTOS,08-Nov-2022,Sep 2022,0.06,-0.01,-0.07,-116.67
CTRA,03-Nov-2022,Sep 2022,1.36,1.42,0.06,4.41
CTRE,08-Nov-2022,Sep 2022,0.38,0.37,-0.01,-2.63
CTSH,02-Nov-2022,Sep 2022,1.17,1.17,0.0,0.0
CTVA,03-Nov-2022,Sep 2022,-0.23,-0.12,0.11,47.83
CUBE,27-Oct-2022,Sep 2022,0.65,0.51,-0.14,-21.54
CUBI,26-Oct-2022,Sep 2022,2.23,2.48,0.25,11.21
CUTR,03-Nov-2022,Sep 2022,-0.3,-0.24,0.06,20.0
CUZ,27-Oct-2022,Sep 2022,0.66,0.69,0.03,4.55
CVBF,19-Oct-2022,Sep 2022,0.45,0.46,0.01,2.22
CVCO,03-Nov-2022,Sep 2022,4.83,8.25,3.42,70.81
CVGW,20-Dec-2022,Oct 2022,0.37,0.03,-0.34,-91.89
CVI,31-Oct-2022,Sep 2022,1.78,1.9,0.12,6.74
CVLG,20-Oct-2022,Sep 2022,1.37,1.52,0.15,10.95
CVLT,01-Nov-2022,Sep 2022,0.5,0.57,0.07,14.0
CVNA,03-Nov-2022,Sep 2022,-2.02,-2.67,-0.65,-32.18
CVS,02-Nov-2022,Sep 2022,1.99,2.09,0.1,5.03
CVT,03-Nov-2022,Sep 2022,0.04,0.01,-0.03,-75.0
CVX,28-Oct-2022,Sep 2022,5.02,5.56,0.54,10.76
CW,02-Nov-2022,Sep 2022,2.03,2.07,0.04,1.97
CWEN,02-Nov-2022,Sep 2022,0.13,0.28,0.15,115.38
CWH,01-Nov-2022,Sep 2022,1.27,1.07,-0.2,-15.75
CWK,03-Nov-2022,Sep 2022,0.57,0.43,-0.14,-24.56
CWST,27-Oct-2022,Sep 2022,0.38,0.45,0.07,18.42
CWT,27-Oct-2022,Sep 2022,1.16,1.03,-0.13,-11.21
CXW,02-Nov-2022,Sep 2022,0.34,0.29,-0.05,-14.71
CYH,26-Oct-2022,Sep 2022,0.05,-0.52,-0.57,-1140.0
CYRX,03-Nov-2022,Sep 2022,-0.13,-0.15,-0.02,-15.38
CYTK,03-Nov-2022,Sep 2022,-1.19,-1.28,-0.09,-7.56
CZR,01-Nov-2022,Sep 2022,0.15,0.24,0.09,60.0
D,04-Nov-2022,Sep 2022,1.08,1.11,0.03,2.78
DAL,13-Oct-2022,Sep 2022,1.56,1.51,-0.05,-3.21
DAN,27-Oct-2022,Sep 2022,0.21,0.24,0.03,14.29
DAR,08-Nov-2022,Sep 2022,1.42,1.2,-0.22,-15.49
DASH,03-Nov-2022,Sep 2022,-0.6,-0.77,-0.17,-28.33
DBI,01-Dec-2022,Oct 2022,0.74,0.67,-0.07,-9.46
DBX,03-Nov-2022,Sep 2022,0.37,0.43,0.06,16.22
DCI,30-Nov-2022,Oct 2022,0.7,0.75,0.05,7.14
DCO,07-Nov-2022,Sep 2022,0.9,0.96,0.06,6.67
DCOM,28-Oct-2022,Sep 2022,0.92,0.95,0.03,3.26
DCPH,03-Nov-2022,Sep 2022,-0.57,-0.55,0.02,3.51
DD,08-Nov-2022,Sep 2022,0.81,0.82,0.01,1.23
DDD,08-Nov-2022,Sep 2022,-0.09,-0.05,0.04,44.44
DDOG,03-Nov-2022,Sep 2022,0.15,0.23,0.08,53.33
DDS,10-Nov-2022,Oct 2022,4.87,10.96,6.09,125.05
DE,23-Nov-2022,Oct 2022,7.08,7.44,0.36,5.08
DEA,01-Nov-2022,Sep 2022,0.34,0.01,-0.33,-97.06
DECK,27-Oct-2022,Sep 2022,3.66,3.8,0.14,3.83
DEI,03-Nov-2022,Sep 2022,0.51,0.51,0.0,0.0
DELL,21-Nov-2022,Oct 2022,1.6,2.3,0.7,43.75
DEN,03-Nov-2022,Sep 2022,1.73,1.9,0.17,9.83
DENN,01-Nov-2022,Sep 2022,0.14,0.12,-0.02,-14.29
DFIN,02-Nov-2022,Sep 2022,1.08,0.77,-0.31,-28.7
DFS,24-Oct-2022,Sep 2022,3.66,3.54,-0.12,-3.28
DG,01-Dec-2022,Oct 2022,2.55,2.33,-0.22,-8.63
DGII,10-Nov-2022,Sep 2022,0.42,0.45,0.03,7.14
DGX,20-Oct-2022,Sep 2022,2.17,2.36,0.19,8.76
DH,03-Nov-2022,Sep 2022,0.05,0.06,0.01,20.0
DHC,02-Nov-2022,Sep 2022,0.03,-0.06,-0.09,-300.0
DHI,09-Nov-2022,Sep 2022,5.06,4.67,-0.39,-7.71
DHR,20-Oct-2022,Sep 2022,2.24,2.56,0.32,14.29
DHT,07-Nov-2022,Sep 2022,0.04,0.03,-0.01,-25.0
DIN,02-Nov-2022,Sep 2022,1.3,1.66,0.36,27.69
DIOD,07-Nov-2022,Sep 2022,1.86,2.0,0.14,7.53
DIS,08-Nov-2022,Sep 2022,0.5,0.3,-0.2,-40.0
DISH,02-Nov-2022,Sep 2022,0.55,0.65,0.1,18.18
DK,07-Nov-2022,Sep 2022,0.31,0.02,-0.29,-93.55
DKNG,04-Nov-2022,Sep 2022,-1.07,-1.0,0.07,6.54
DKS,22-Nov-2022,Oct 2022,2.24,2.6,0.36,16.07
DLB,17-Nov-2022,Sep 2022,0.7,0.54,-0.16,-22.86
