ticker,date,period_ending,estimate,reported,surprise,surprise%
DLR,26-Oct-2022,Sep 2022,1.67,1.67,0.0,0.0
DLTR,22-Nov-2022,Oct 2022,1.17,1.2,0.03,2.56
DM,09-Nov-2022,Sep 2022,-0.08,-0.1,-0.02,-25.0
DNA,14-Nov-2022,Sep 2022,-0.25,-0.4,-0.15,-60.0
DNB,03-Nov-2022,Sep 2022,0.29,0.29,0.0,0.0
DNLI,03-Nov-2022,Sep 2022,-0.83,-0.84,-0.01,-1.2
DNOW,02-Nov-2022,Sep 2022,0.24,0.3,0.06,25.0
DNUT,15-Nov-2022,Sep 2022,0.05,0.03,-0.02,-40.0
DOC,03-Nov-2022,Sep 2022,0.27,0.28,0.01,3.7
DOCN,07-Nov-2022,Sep 2022,0.23,0.38,0.15,65.22
DOCS,10-Nov-2022,Sep 2022,0.16,0.17,0.01,6.25
DOCU,08-Dec-2022,Oct 2022,0.41,0.57,0.16,39.02
DOMO,08-Dec-2022,Oct 2022,-0.26,-0.13,0.13,50.0
DOOR,07-Nov-2022,Sep 2022,2.51,2.53,0.02,0.8
DORM,24-Oct-2022,Sep 2022,1.21,1.17,-0.04,-3.31
DOV,20-Oct-2022,Sep 2022,2.2,2.26,0.06,2.73
DOW,20-Oct-2022,Sep 2022,1.03,1.11,0.08,7.77
DOX,08-Nov-2022,Sep 2022,1.29,1.29,0.0,0.0
DPZ,13-Oct-2022,Sep 2022,2.95,2.79,-0.16,-5.42
DRH,03-Nov-2022,Sep 2022,0.26,0.28,0.02,7.69
DRI,22-Sep-2022,Aug 2022,1.56,1.56,0.0,0.0
DRQ,27-Oct-2022,Sep 2022,-0.08,0.05,0.13,162.5
DRVN,26-Oct-2022,Sep 2022,0.28,0.32,0.04,14.29
DSEY,03-Nov-2022,Sep 2022,0.1,0.09,-0.01,-10.0
DSGN,03-Nov-2022,Sep 2022,-0.28,-0.32,-0.04,-14.29
DSKE,09-Nov-2022,Sep 2022,0.3,0.17,-0.13,-43.33
DT,02-Nov-2022,Sep 2022,0.18,0.22,0.04,22.22
DTE,27-Oct-2022,Sep 2022,1.58,1.6,0.02,1.27
DTM,28-Oct-2022,Sep 2022,0.86,0.9,0.04,4.65
DUK,03-Nov-2022,Sep 2022,1.83,1.78,-0.05,-2.73
DUOL,10-Nov-2022,Sep 2022,-0.59,-0.46,0.13,22.03
DV,08-Nov-2022,Sep 2022,0.05,0.06,0.01,20.0
DVA,28-Oct-2022,Sep 2022,1.65,1.45,-0.2,-12.12
DVAX,03-Nov-2022,Sep 2022,0.33,0.43,0.1,30.3
DVN,01-Nov-2022,Sep 2022,2.13,2.18,0.05,2.35
DXC,03-Nov-2022,Sep 2022,0.72,0.75,0.03,4.17
DXCM,27-Oct-2022,Sep 2022,0.24,0.28,0.04,16.67
DY,22-Nov-2022,Oct 2022,1.28,1.69,0.41,32.03
DYN,03-Nov-2022,Sep 2022,-0.95,-0.8,0.15,15.79
EA,01-Nov-2022,Sep 2022,1.35,1.28,-0.07,-5.19
EAT,02-Nov-2022,Sep 2022,-0.6,-0.57,0.03,5.0
EB,03-Nov-2022,Sep 2022,-0.16,-0.21,-0.05,-31.25
EBAY,02-Nov-2022,Sep 2022,0.93,1.0,0.07,7.53
EBC,27-Oct-2022,Sep 2022,0.37,0.34,-0.03,-8.11
EBS,08-Nov-2022,Sep 2022,-0.06,-1.27,-1.21,-2016.67
ECL,01-Nov-2022,Sep 2022,1.33,1.3,-0.03,-2.26
ECPG,02-Nov-2022,Sep 2022,1.77,1.22,-0.55,-31.07
ECVT,01-Nov-2022,Sep 2022,0.25,0.23,-0.02,-8.0
ED,03-Nov-2022,Sep 2022,1.47,1.63,0.16,10.88
EDIT,02-Nov-2022,Sep 2022,-0.87,-0.81,0.06,6.9
EE,09-Nov-2022,Sep 2022,0.22,0.39,0.17,77.27
EEFT,20-Oct-2022,Sep 2022,2.47,2.74,0.27,10.93
EFC,07-Nov-2022,Sep 2022,0.43,0.44,0.01,2.33
EFSC,24-Oct-2022,Sep 2022,1.23,1.31,0.08,6.5
EFX,19-Oct-2022,Sep 2022,1.64,1.73,0.09,5.49
EGBN,19-Oct-2022,Sep 2022,1.23,1.16,-0.07,-5.69
EGHT,27-Oct-2022,Sep 2022,0.03,0.05,0.02,66.67
EGLE,03-Nov-2022,Sep 2022,4.31,4.58,0.27,6.26
EGP,25-Oct-2022,Sep 2022,1.76,1.77,0.01,0.57
EGRX,07-Nov-2022,Sep 2022,0.84,1.12,0.28,33.33
EGY,08-Nov-2022,Sep 2022,0.16,0.56,0.4,250.0
EHC,26-Oct-2022,Sep 2022,0.68,0.67,-0.01,-1.47
EIG,27-Oct-2022,Sep 2022,0.41,0.56,0.15,36.59
EIGR,03-Nov-2022,Sep 2022,-0.55,-0.62,-0.07,-12.73
EIX,01-Nov-2022,Sep 2022,1.48,1.48,0.0,0.0
EL,02-Nov-2022,Sep 2022,1.29,1.37,0.08,6.2
ELAN,08-Nov-2022,Sep 2022,0.16,0.2,0.04,25.0
ELF,02-Nov-2022,Sep 2022,0.16,0.36,0.2,125.0
ELS,17-Oct-2022,Sep 2022,0.68,0.36,-0.32,-47.06
EME,27-Oct-2022,Sep 2022,2.11,2.16,0.05,2.37
EMN,27-Oct-2022,Sep 2022,2.0,2.05,0.05,2.5
EMR,31-Oct-2022,Sep 2022,1.39,1.53,0.14,10.07
ENPH,25-Oct-2022,Sep 2022,1.07,1.25,0.18,16.82
ENR,15-Nov-2022,Sep 2022,0.76,0.82,0.06,7.89
ENS,09-Nov-2022,Sep 2022,1.09,1.11,0.02,1.83
ENSG,26-Oct-2022,Sep 2022,1.05,1.04,-0.01,-0.95
ENTA,21-Nov-2022,Sep 2022,-1.37,-1.27,0.1,7.3
ENTG,02-Nov-2022,Sep 2022,0.98,0.85,-0.13,-13.27
ENV,08-Nov-2022,Sep 2022,0.42,0.45,0.03,7.14
ENVA,27-Oct-2022,Sep 2022,1.6,1.74,0.14,8.75
ENVX,01-Nov-2022,Sep 2022,-0.16,-0.15,0.01,6.25
EOG,03-Nov-2022,Sep 2022,3.75,3.71,-0.04,-1.07
EOLS,08-Nov-2022,Sep 2022,-0.27,-0.32,-0.05,-18.52
EPAC,28-Sep-2022,Aug 2022,0.26,0.37,0.11,42.31
EPAM,03-Nov-2022,Sep 2022,2.52,3.1,0.58,23.02
EPC,10-Nov-2022,Sep 2022,0.77,0.79,0.02,2.6
EPR,02-Nov-2022,Sep 2022,1.21,1.22,0.01,0.83
EPRT,27-Oct-2022,Sep 2022,0.38,0.26,-0.12,-31.58
EQBK,18-Oct-2022,Sep 2022,0.8,0.94,0.14,17.5
EQC,25-Oct-2022,Sep 2022,0.05,0.13,0.08,160.0
EQH,02-Nov-2022,Sep 2022,1.13,1.28,0.15,13.27
EQIX,02-Nov-2022,Sep 2022,7.19,7.73,0.54,7.51
EQR,25-Oct-2022,Sep 2022,0.91,0.92,0.01,1.1
EQT,26-Oct-2022,Sep 2022,0.99,1.04,0.05,5.05
ERAS,09-Nov-2022,Sep 2022,-0.31,-0.29,0.02,6.45
ERIE,27-Oct-2022,Sep 2022,1.79,1.61,-0.18,-10.06
ERII,02-Nov-2022,Sep 2022,0.12,0.12,0.0,0.0
ES,02-Nov-2022,Sep 2022,1.03,1.01,-0.02,-1.94
ESI,26-Oct-2022,Sep 2022,0.37,0.36,-0.01,-2.7
ESMT,03-Nov-2022,Sep 2022,0.04,0.04,0.0,0.0
ESNT,04-Nov-2022,Sep 2022,1.55,1.66,0.11,7.1
ESPR,01-Nov-2022,Sep 2022,-0.93,-0.81,0.12,12.9
ESQ,25-Oct-2022,Sep 2022,0.87,0.94,0.07,8.05
ESRT,26-Oct-2022,Sep 2022,0.19,0.21,0.02,10.53
ESS,26-Oct-2022,Sep 2022,3.68,3.69,0.01,0.27
ESTE,02-Nov-2022,Sep 2022,1.5,1.3,-0.2,-13.33
ETN,01-Nov-2022,Sep 2022,2.01,2.02,0.01,0.5
ETR,02-Nov-2022,Sep 2022,2.67,2.84,0.17,6.37
ETRN,01-Nov-2022,Sep 2022,0.13,0.09,-0.04,-30.77
ETSY,02-Nov-2022,Sep 2022,0.37,0.58,0.21,56.76
ETWO,11-Oct-2022,Aug 2022,0.06,0.05,-0.01,-16.67
EVA,02-Nov-2022,Sep 2022,0.03,-0.13,-0.16,-533.33
EVBG,08-Nov-2022,Sep 2022,0.17,0.27,0.1,58.82
EVCM,10-Nov-2022,Sep 2022,0.09,-0.04,-0.13,-144.44
EVER,01-Nov-2022,Sep 2022,-0.41,-0.2,0.21,51.22
EVGO,02-Nov-2022,Sep 2022,-0.16,-0.19,-0.03,-18.75
EVH,02-Nov-2022,Sep 2022,0.08,0.59,0.51,637.5
EVR,26-Oct-2022,Sep 2022,1.35,2.2,0.85,62.96
EVRG,04-Nov-2022,Sep 2022,1.89,2.01,0.12,6.35
EVRI,08-Nov-2022,Sep 2022,0.35,0.3,-0.05,-14.29
EVTC,02-Nov-2022,Sep 2022,0.58,0.4,-0.18,-31.03
EW,27-Oct-2022,Sep 2022,0.62,0.61,-0.01,-1.61
EWBC,20-Oct-2022,Sep 2022,2.09,2.08,-0.01,-0.48
EWCZ,03-Nov-2022,Sep 2022,0.09,0.12,0.03,33.33
EWTX,03-Nov-2022,Sep 2022,-0.36,-0.34,0.02,5.56
EXAS,03-Nov-2022,Sep 2022,-1.1,-0.84,0.26,23.64
EXC,03-Nov-2022,Sep 2022,0.72,0.75,0.03,4.17
EXEL,01-Nov-2022,Sep 2022,0.25,0.31,0.06,24.0
EXLS,27-Oct-2022,Sep 2022,1.4,1.54,0.14,10.0
EXP,26-Oct-2022,Sep 2022,3.58,3.72,0.14,3.91
EXPD,08-Nov-2022,Sep 2022,1.92,2.54,0.62,32.29
EXPE,03-Nov-2022,Sep 2022,3.89,4.05,0.16,4.11
EXPI,02-Nov-2022,Sep 2022,0.06,0.03,-0.03,-50.0
EXPO,27-Oct-2022,Sep 2022,0.42,0.47,0.05,11.9
EXR,01-Nov-2022,Sep 2022,2.18,2.21,0.03,1.38
EXTR,27-Oct-2022,Sep 2022,0.18,0.2,0.02,11.11
EYE,10-Nov-2022,Sep 2022,0.08,0.15,0.07,87.5
EZPW,16-Nov-2022,Sep 2022,0.11,0.15,0.04,36.36
F,26-Oct-2022,Sep 2022,0.31,0.3,-0.01,-3.23
FA,08-Nov-2022,Sep 2022,0.28,0.26,-0.02,-7.14
FAF,27-Oct-2022,Sep 2022,1.5,1.62,0.12,8.0
FANG,07-Nov-2022,Sep 2022,6.51,6.48,-0.03,-0.46
FAST,13-Oct-2022,Sep 2022,0.48,0.5,0.02,4.17
FATE,03-Nov-2022,Sep 2022,-0.93,-0.86,0.07,7.53
FBIZ,27-Oct-2022,Sep 2022,1.0,1.25,0.25,25.0
FBK,17-Oct-2022,Sep 2022,0.81,0.68,-0.13,-16.05
FBMS,27-Oct-2022,Sep 2022,0.78,0.85,0.07,8.97
FBNC,26-Oct-2022,Sep 2022,0.98,1.06,0.08,8.16
FBP,25-Oct-2022,Sep 2022,0.39,0.4,0.01,2.56
FC,02-Nov-2022,Aug 2022,0.27,0.39,0.12,44.44
FCEL,20-Dec-2022,Oct 2022,-0.07,-0.11,-0.04,-57.14
FCF,25-Oct-2022,Sep 2022,0.38,0.37,-0.01,-2.63
FCFS,27-Oct-2022,Sep 2022,1.19,1.3,0.11,9.24
FCN,27-Oct-2022,Sep 2022,2.04,2.15,0.11,5.39
FCNCA,27-Oct-2022,Sep 2022,19.88,20.77,0.89,4.48
FCPT,01-Nov-2022,Sep 2022,0.41,0.3,-0.11,-26.83
FCX,20-Oct-2022,Sep 2022,0.34,0.26,-0.08,-23.53
FDMT,08-Nov-2022,Sep 2022,-0.85,-0.79,0.06,7.06
FDS,22-Sep-2022,Aug 2022,3.25,3.13,-0.12,-3.69
FDX,22-Sep-2022,Aug 2022,3.69,3.44,-0.25,-6.78
FE,25-Oct-2022,Sep 2022,0.77,0.79,0.02,2.6
FELE,25-Oct-2022,Sep 2022,1.28,1.26,-0.02,-1.56
FFBC,20-Oct-2022,Sep 2022,0.6,0.61,0.01,1.67
FFIC,25-Oct-2022,Sep 2022,0.61,0.62,0.01,1.64
FFIN,20-Oct-2022,Sep 2022,0.41,0.41,0.0,0.0
FFIV,25-Oct-2022,Sep 2022,2.54,2.62,0.08,3.15
FFWM,25-Oct-2022,Sep 2022,0.52,0.51,-0.01,-1.92
FGEN,07-Nov-2022,Sep 2022,-0.83,-0.98,-0.15,-18.07
FHB,28-Oct-2022,Sep 2022,0.54,0.54,0.0,0.0
FHI,27-Oct-2022,Sep 2022,0.69,0.78,0.09,13.04
FHN,18-Oct-2022,Sep 2022,0.45,0.44,-0.01,-2.22
FIBK,25-Oct-2022,Sep 2022,0.92,1.01,0.09,9.78
FICO,09-Nov-2022,Sep 2022,4.4,4.4,0.0,0.0
FIGS,10-Nov-2022,Sep 2022,0.02,0.02,0.0,0.0
FIS,03-Nov-2022,Sep 2022,1.75,1.74,-0.01,-0.57
FISI,27-Oct-2022,Sep 2022,0.93,0.88,-0.05,-5.38
FISV,27-Oct-2022,Sep 2022,1.7,1.63,-0.07,-4.12
FITB,20-Oct-2022,Sep 2022,0.98,0.93,-0.05,-5.1
FIVE,30-Nov-2022,Oct 2022,0.14,0.29,0.15,107.14
FIVN,07-Nov-2022,Sep 2022,0.36,0.39,0.03,8.33
FIX,26-Oct-2022,Sep 2022,1.47,1.67,0.2,13.61
FIZZ,08-Dec-2022,Oct 2022,0.31,0.39,0.08,25.81
FL,18-Nov-2022,Oct 2022,1.09,1.27,0.18,16.51
FLGT,07-Nov-2022,Sep 2022,0.17,0.32,0.15,88.24
FLIC,27-Oct-2022,Sep 2022,0.5,0.55,0.05,10.0
FLNG,15-Nov-2022,Sep 2022,0.8,0.79,-0.01,-1.25
FLO,10-Nov-2022,Sep 2022,0.28,0.3,0.02,7.14
FLR,04-Nov-2022,Sep 2022,0.48,0.07,-0.41,-85.42
FLS,31-Oct-2022,Sep 2022,0.24,0.09,-0.15,-62.5
FLT,02-Nov-2022,Sep 2022,4.19,4.24,0.05,1.19
FLYW,08-Nov-2022,Sep 2022,0.06,-0.04,-0.1,-166.67
FMAO,19-Oct-2022,Sep 2022,0.68,0.68,0.0,0.0
FMBH,27-Oct-2022,Sep 2022,0.94,0.9,-0.04,-4.26
FMC,01-Nov-2022,Sep 2022,1.1,1.23,0.13,11.82
FMNB,26-Oct-2022,Sep 2022,0.46,0.48,0.02,4.35
FN,07-Nov-2022,Sep 2022,1.74,1.97,0.23,13.22
FNA,10-Nov-2022,Sep 2022,-0.13,-0.13,0.0,0.0
FNB,18-Oct-2022,Sep 2022,0.36,0.39,0.03,8.33
FND,03-Nov-2022,Sep 2022,0.66,0.7,0.04,6.06
FNF,08-Nov-2022,Sep 2022,1.54,1.07,-0.47,-30.52
FNKO,03-Nov-2022,Sep 2022,0.49,0.28,-0.21,-42.86
FOCS,03-Nov-2022,Sep 2022,1.02,1.06,0.04,3.92
FOLD,07-Nov-2022,Sep 2022,-0.19,-0.12,0.07,36.84
FOR,09-Nov-2022,Sep 2022,0.48,1.02,0.54,112.5
FORG,09-Nov-2022,Sep 2022,-0.15,-0.01,0.14,93.33
FORM,26-Oct-2022,Sep 2022,0.22,0.24,0.02,9.09
FORR,02-Nov-2022,Sep 2022,0.39,0.57,0.18,46.15
FOUR,07-Nov-2022,Sep 2022,0.42,0.44,0.02,4.76
FOXA,01-Nov-2022,Sep 2022,1.15,1.21,0.06,5.22
FOXF,03-Nov-2022,Sep 2022,1.28,1.35,0.07,5.47
FPI,24-Oct-2022,Sep 2022,0.02,0.01,-0.01,-50.0
FR,19-Oct-2022,Sep 2022,0.56,0.6,0.04,7.14
FRC,14-Oct-2022,Sep 2022,2.19,2.21,0.02,0.91
FRG,03-Nov-2022,Sep 2022,0.72,0.59,-0.13,-18.06
FRME,25-Oct-2022,Sep 2022,1.1,1.12,0.02,1.82
FRPT,01-Nov-2022,Sep 2022,-0.23,-0.39,-0.16,-69.57
FRT,03-Nov-2022,Sep 2022,1.54,1.89,0.35,22.73
FSBC,24-Oct-2022,Sep 2022,0.68,0.68,0.0,0.0
FSLR,27-Oct-2022,Sep 2022,-0.23,-0.46,-0.23,-100.0
FSLY,02-Nov-2022,Sep 2022,-0.17,-0.14,0.03,17.65
FSP,01-Nov-2022,Sep 2022,0.09,0.17,0.08,88.89
FSR,02-Nov-2022,Sep 2022,-0.43,-0.47,-0.04,-9.3
FSS,03-Nov-2022,Sep 2022,0.53,0.53,0.0,0.0
FTDR,03-Nov-2022,Sep 2022,0.47,0.56,0.09,19.15
FTNT,02-Nov-2022,Sep 2022,0.27,0.33,0.06,22.22
FTV,26-Oct-2022,Sep 2022,0.76,0.79,0.03,3.95
FUBO,04-Nov-2022,Sep 2022,-0.73,-0.82,-0.09,-12.33
FUL,21-Sep-2022,Aug 2022,1.05,1.06,0.01,0.95
FULC,08-Nov-2022,Sep 2022,-0.62,-0.5,0.12,19.35
FULT,18-Oct-2022,Sep 2022,0.44,0.48,0.04,9.09
FWONK,04-Nov-2022,Sep 2022,0.16,0.31,0.15,93.75
FWRD,26-Oct-2022,Sep 2022,1.9,1.93,0.03,1.58
FYBR,02-Nov-2022,Sep 2022,0.21,0.49,0.28,133.33
G,09-Nov-2022,Sep 2022,0.68,0.75,0.07,10.29
GABC,31-Oct-2022,Sep 2022,0.82,0.83,0.01,1.22
GATX,25-Oct-2022,Sep 2022,1.15,1.12,-0.03,-2.61
GBCI,20-Oct-2022,Sep 2022,0.73,0.72,-0.01,-1.37
GBIO,03-Nov-2022,Sep 2022,-0.67,-0.53,0.14,20.9
GBX,27-Oct-2022,Aug 2022,0.43,0.6,0.17,39.53
GCMG,09-Nov-2022,Sep 2022,0.11,0.14,0.03,27.27
GCO,02-Dec-2022,Oct 2022,1.57,1.65,0.08,5.1
GD,26-Oct-2022,Sep 2022,3.16,3.26,0.1,3.16
GDDY,03-Nov-2022,Sep 2022,0.58,0.63,0.05,8.62
GDEN,03-Nov-2022,Sep 2022,0.57,0.45,-0.12,-21.05
GDOT,09-Nov-2022,Sep 2022,0.36,0.44,0.08,22.22
GDYN,03-Nov-2022,Sep 2022,0.12,0.15,0.03,25.0
GE,25-Oct-2022,Sep 2022,0.47,0.35,-0.12,-25.53
GEF,07-Dec-2022,Oct 2022,1.97,1.83,-0.14,-7.11
GEN,08-Nov-2022,Sep 2022,0.45,0.45,0.0,0.0
GEO,27-Oct-2022,Sep 2022,0.56,0.6,0.04,7.14
GERN,03-Nov-2022,Sep 2022,-0.09,-0.1,-0.01,-11.11
GES,22-Nov-2022,Oct 2022,0.55,0.44,-0.11,-20.0
GEVO,08-Nov-2022,Sep 2022,-0.06,-0.19,-0.13,-216.67
GFF,17-Nov-2022,Sep 2022,0.84,1.09,0.25,29.76
GFS,08-Nov-2022,Sep 2022,0.62,0.67,0.05,8.06
GGG,26-Oct-2022,Sep 2022,0.65,0.66,0.01,1.54
GH,03-Nov-2022,Sep 2022,-1.27,-1.58,-0.31,-24.41
GIII,30-Nov-2022,Oct 2022,1.85,1.35,-0.5,-27.03
GILD,27-Oct-2022,Sep 2022,1.44,1.9,0.46,31.94
GIS,21-Sep-2022,Aug 2022,1.0,1.11,0.11,11.0
GKOS,02-Nov-2022,Sep 2022,-0.53,-0.45,0.08,15.09
GL,26-Oct-2022,Sep 2022,2.11,2.15,0.04,1.9
GLDD,01-Nov-2022,Sep 2022,0.08,-0.15,-0.23,-287.5
GLNG,16-Nov-2022,Sep 2022,0.24,0.44,0.2,83.33
GLOB,17-Nov-2022,Sep 2022,1.26,1.27,0.01,0.79
GLPI,27-Oct-2022,Sep 2022,0.88,0.89,0.01,1.14
GLW,25-Oct-2022,Sep 2022,0.51,0.51,0.0,0.0
GM,25-Oct-2022,Sep 2022,1.89,2.25,0.36,19.05
GME,07-Dec-2022,Oct 2022,-0.29,-0.31,-0.02,-6.9
GMED,08-Nov-2022,Sep 2022,0.52,0.5,-0.02,-3.85
GMRE,02-Nov-2022,Sep 2022,0.26,0.12,-0.14,-53.85
GMS,08-Dec-2022,Oct 2022,2.33,2.79,0.46,19.74
GNK,09-Nov-2022,Sep 2022,0.88,1.0,0.12,13.64
GNL,03-Nov-2022,Sep 2022,0.43,0.09,-0.34,-79.07
GNRC,02-Nov-2022,Sep 2022,1.62,1.75,0.13,8.02
GNTX,28-Oct-2022,Sep 2022,0.39,0.31,-0.08,-20.51
GNTY,17-Oct-2022,Sep 2022,0.91,1.15,0.24,26.37
GO,08-Nov-2022,Sep 2022,0.25,0.27,0.02,8.0
GOEV,09-Nov-2022,Sep 2022,-0.48,-0.42,0.06,12.5
GOGO,03-Nov-2022,Sep 2022,0.14,0.15,0.01,7.14
GOLF,03-Nov-2022,Sep 2022,0.59,0.72,0.13,22.03
GOOD,07-Nov-2022,Sep 2022,0.37,0.44,0.07,18.92
GOOG,25-Oct-2022,Sep 2022,1.25,1.06,-0.19,-15.2
GOOGL,25-Oct-2022,Sep 2022,1.25,1.06,-0.19,-15.2
GOSS,03-Nov-2022,Sep 2022,-0.66,-0.65,0.01,1.52
GPC,20-Oct-2022,Sep 2022,2.03,2.23,0.2,9.85
GPI,26-Oct-2022,Sep 2022,10.99,12.0,1.01,9.19
GPK,25-Oct-2022,Sep 2022,0.59,0.67,0.08,13.56
GPMT,08-Nov-2022,Sep 2022,0.21,0.17,-0.04,-19.05
GPN,31-Oct-2022,Sep 2022,2.49,2.48,-0.01,-0.4
GPOR,01-Nov-2022,Sep 2022,4.31,3.69,-0.62,-14.39
GPRE,03-Nov-2022,Sep 2022,-0.18,-1.27,-1.09,-605.56
GPRO,03-Nov-2022,Sep 2022,0.16,0.19,0.03,18.75
GPS,17-Nov-2022,Oct 2022,-0.02,0.71,0.73,3650.0
GRBK,02-Nov-2022,Sep 2022,1.33,1.57,0.24,18.05
GRMN,26-Oct-2022,Sep 2022,1.1,1.24,0.14,12.73
GRWG,07-Nov-2022,Sep 2022,-0.12,-0.12,0.0,0.0
GS,18-Oct-2022,Sep 2022,7.47,8.25,0.78,10.44
GSAT,03-Nov-2022,Sep 2022,-0.01,-0.11,-0.1,-1000.0
GSBC,19-Oct-2022,Sep 2022,1.59,1.46,-0.13,-8.18
GSHD,26-Oct-2022,Sep 2022,0.18,0.24,0.06,33.33
GT,31-Oct-2022,Sep 2022,0.61,0.4,-0.21,-34.43
GTES,04-Nov-2022,Sep 2022,0.3,0.31,0.01,3.33
GTLS,28-Oct-2022,Sep 2022,1.21,1.32,0.11,9.09
GTN,04-Nov-2022,Sep 2022,1.41,1.03,-0.38,-26.95
GTY,26-Oct-2022,Sep 2022,0.5,0.54,0.04,8.0
GVA,27-Oct-2022,Sep 2022,1.12,1.41,0.29,25.89
GWRE,06-Dec-2022,Oct 2022,-0.39,-0.12,0.27,69.23
GWW,28-Oct-2022,Sep 2022,7.19,8.27,1.08,15.02
GXO,08-Nov-2022,Sep 2022,0.7,0.75,0.05,7.14
H,03-Nov-2022,Sep 2022,0.31,0.64,0.33,106.45
HA,25-Oct-2022,Sep 2022,-0.19,-0.15,0.04,21.05
HAE,07-Nov-2022,Sep 2022,0.7,0.83,0.13,18.57
HAFC,25-Oct-2022,Sep 2022,0.78,0.89,0.11,14.1
HAIN,08-Nov-2022,Sep 2022,0.1,0.1,0.0,0.0
HAL,25-Oct-2022,Sep 2022,0.56,0.6,0.04,7.14
HALO,08-Nov-2022,Sep 2022,0.52,0.74,0.22,42.31
HAS,18-Oct-2022,Sep 2022,1.53,1.42,-0.11,-7.19
HASI,03-Nov-2022,Sep 2022,0.5,0.49,-0.01,-2.0
HAYN,17-Nov-2022,Sep 2022,1.29,1.3,0.01,0.78
HAYW,01-Nov-2022,Sep 2022,0.12,0.14,0.02,16.67
HBAN,21-Oct-2022,Sep 2022,0.38,0.39,0.01,2.63
HBCP,18-Oct-2022,Sep 2022,1.32,1.28,-0.04,-3.03
HBI,09-Nov-2022,Sep 2022,0.29,0.29,0.0,0.0
HBNC,26-Oct-2022,Sep 2022,0.58,0.55,-0.03,-5.17
HBT,24-Oct-2022,Sep 2022,0.49,0.55,0.06,12.24
HCA,21-Oct-2022,Sep 2022,3.89,3.93,0.04,1.03
HCAT,08-Nov-2022,Sep 2022,-0.2,-0.13,0.07,35.0
HCC,02-Nov-2022,Sep 2022,1.61,2.1,0.49,30.43
HCCI,19-Oct-2022,Sep 2022,0.85,1.01,0.16,18.82
HCI,08-Nov-2022,Sep 2022,-6.04,-5.62,0.42,6.95
HCKT,08-Nov-2022,Sep 2022,0.35,0.37,0.02,5.71
HD,15-Nov-2022,Oct 2022,4.11,4.24,0.13,3.16
HDSN,02-Nov-2022,Sep 2022,0.29,0.56,0.27,93.1
HE,07-Nov-2022,Sep 2022,0.54,0.57,0.03,5.56
HEES,27-Oct-2022,Sep 2022,0.86,1.05,0.19,22.09
HEI,19-Dec-2022,Oct 2022,0.7,0.7,0.0,0.0
HELE,05-Oct-2022,Aug 2022,2.22,2.27,0.05,2.25
HES,26-Oct-2022,Sep 2022,1.88,1.89,0.01,0.53
HFWA,20-Oct-2022,Sep 2022,0.5,0.59,0.09,18.0
HGV,09-Nov-2022,Sep 2022,0.75,1.24,0.49,65.33
HHC,02-Nov-2022,Sep 2022,2.37,2.19,-0.18,-7.59
HI,16-Nov-2022,Sep 2022,1.03,1.05,0.02,1.94
HIBB,29-Nov-2022,Oct 2022,2.56,1.94,-0.62,-24.22
HIG,27-Oct-2022,Sep 2022,1.29,1.44,0.15,11.63
HII,03-Nov-2022,Sep 2022,3.53,3.44,-0.09,-2.55
HIMS,07-Nov-2022,Sep 2022,-0.11,-0.09,0.02,18.18
HIPO,10-Nov-2022,Sep 2022,-2.81,-3.16,-0.35,-12.46
HIW,25-Oct-2022,Sep 2022,0.97,1.04,0.07,7.22
HL,09-Nov-2022,Sep 2022,-0.04,-0.02,0.02,50.0
HLF,31-Oct-2022,Sep 2022,0.74,0.91,0.17,22.97
HLI,27-Oct-2022,Sep 2022,1.04,1.19,0.15,14.42
HLIO,07-Nov-2022,Sep 2022,0.98,0.9,-0.08,-8.16
HLIT,31-Oct-2022,Sep 2022,0.1,0.13,0.03,30.0
HLMN,03-Nov-2022,Sep 2022,0.08,0.14,0.06,75.0
HLNE,01-Nov-2022,Sep 2022,0.58,1.02,0.44,75.86
HLT,26-Oct-2022,Sep 2022,1.25,1.31,0.06,4.8
HLTH,09-Nov-2022,Sep 2022,-0.55,-0.43,0.12,21.82
HLX,24-Oct-2022,Sep 2022,0.06,-0.1,-0.16,-266.67
HMN,03-Nov-2022,Sep 2022,0.56,0.66,0.1,17.86
HMST,24-Oct-2022,Sep 2022,1.02,1.08,0.06,5.88
HOG,26-Oct-2022,Sep 2022,1.45,1.78,0.33,22.76
HOLX,31-Oct-2022,Sep 2022,0.62,0.82,0.2,32.26
HOMB,20-Oct-2022,Sep 2022,0.53,0.54,0.01,1.89
HON,27-Oct-2022,Sep 2022,2.16,2.25,0.09,4.17
HONE,26-Oct-2022,Sep 2022,0.24,0.3,0.06,25.0
HOOD,02-Nov-2022,Sep 2022,-0.33,-0.2,0.13,39.39
HOPE,24-Oct-2022,Sep 2022,0.45,0.45,0.0,0.0
HP,16-Nov-2022,Sep 2022,0.45,0.45,0.0,0.0
HPE,29-Nov-2022,Oct 2022,0.57,0.57,0.0,0.0
HPP,02-Nov-2022,Sep 2022,0.51,-0.12,-0.63,-123.53
HPQ,22-Nov-2022,Oct 2022,0.84,0.85,0.01,1.19
HQY,06-Dec-2022,Oct 2022,0.35,0.38,0.03,8.57
HR,09-Nov-2022,Sep 2022,0.42,0.08,-0.34,-80.95
