ticker,date,period_ending,estimate,reported,surprise,surprise%
CBSH,19-JAN-23,Dec 2022,1.02,1.04,0.02,1.96
CBT,09-FEB-23,Dec 2022,0.96,0.98,0.02,2.08
CBU,24-JAN-23,Dec 2022,0.95,0.96,0.01,1.05
CBZ,16-FEB-23,Dec 2022,-0.21,-0.21,0.0,0.0
CCB,27-JAN-23,Dec 2022,0.81,0.96,0.15,18.52
CCBG,24-JAN-23,Dec 2022,0.77,0.68,-0.09,-11.69
CCI,25-JAN-23,Dec 2022,1.83,0.95,-0.88,-48.09
CCK,07-FEB-23,Dec 2022,1.07,1.17,0.1,9.35
CCL,21-DEC-22,Nov 2022,-0.89,-0.85,0.04,4.49
CCNE,19-JAN-23,Dec 2022,0.74,0.7,-0.04,-5.41
CCO,28-FEB-23,Dec 2022,0.06,0.24,0.18,300.0
CCOI,23-FEB-23,Dec 2022,0.18,0.03,-0.15,-83.33
CCRN,22-FEB-23,Dec 2022,0.9,1.09,0.19,21.11
CCS,01-FEB-23,Dec 2022,2.39,2.71,0.32,13.39
CDAY,08-FEB-23,Dec 2022,0.13,0.23,0.1,76.92
CDE,22-FEB-23,Dec 2022,-0.07,-0.06,0.01,14.29
CDMO,13-MAR-23,Jan 2023,-0.04,0.07,0.11,275.0
CDNA,27-FEB-23,Dec 2022,-0.06,-0.07,-0.01,-16.67
CDNS,13-FEB-23,Dec 2022,0.91,0.96,0.05,5.49
CDW,08-FEB-23,Dec 2022,2.45,2.5,0.05,2.04
CDXS,23-FEB-23,Dec 2022,-0.23,-0.19,0.04,17.39
CE,23-FEB-23,Dec 2022,1.56,1.44,-0.12,-7.69
CEG,16-FEB-23,Dec 2022,0.47,0.1,-0.37,-78.72
CEIX,07-FEB-23,Dec 2022,3.51,3.89,0.38,10.83
CELH,01-MAR-23,Dec 2022,-0.05,0.04,0.09,180.0
CENT,31-JAN-23,Dec 2022,-0.18,-0.16,0.02,11.11
CENTA,31-JAN-23,Dec 2022,-0.18,-0.16,0.02,11.11
CENX,23-FEB-23,Dec 2022,-0.44,-0.31,0.13,29.55
CERE,22-FEB-23,Dec 2022,-0.64,-0.59,0.05,7.81
CERS,28-FEB-23,Dec 2022,-0.04,-0.08,-0.04,-100.0
CERT,01-MAR-23,Dec 2022,0.14,0.16,0.02,14.29
CEVA,15-FEB-23,Dec 2022,0.17,0.23,0.06,35.29
CF,15-FEB-23,Dec 2022,4.13,4.35,0.22,5.33
CFB,23-JAN-23,Dec 2022,0.32,0.36,0.04,12.5
CFFN,25-JAN-23,Dec 2022,0.13,0.12,-0.01,-7.69
CFG,17-JAN-23,Dec 2022,1.3,1.25,-0.05,-3.85
CFLT,30-JAN-23,Dec 2022,-0.09,-0.09,0.0,0.0
CFR,26-JAN-23,Dec 2022,2.75,2.91,0.16,5.82
CG,07-FEB-23,Dec 2022,0.96,1.01,0.05,5.21
CGNX,16-FEB-23,Dec 2022,0.31,0.27,-0.04,-12.9
CHCO,24-JAN-23,Dec 2022,1.86,2.05,0.19,10.22
CHCT,14-FEB-23,Dec 2022,0.6,0.19,-0.41,-68.33
CHD,03-FEB-23,Dec 2022,0.6,0.62,0.02,3.33
CHDN,22-FEB-23,Dec 2022,1.66,1.46,-0.2,-12.05
CHE,23-FEB-23,Dec 2022,5.3,5.39,0.09,1.7
CHEF,15-FEB-23,Dec 2022,0.46,0.48,0.02,4.35
CHGG,06-FEB-23,Dec 2022,0.39,0.4,0.01,2.56
CHH,15-FEB-23,Dec 2022,1.08,1.26,0.18,16.67
CHK,21-FEB-23,Dec 2022,2.96,4.22,1.26,42.57
CHPT,02-MAR-23,Jan 2023,-0.16,-0.13,0.03,18.75
CHRS,06-MAR-23,Dec 2022,-0.64,-0.6,0.04,6.25
CHRW,01-FEB-23,Dec 2022,1.35,1.03,-0.32,-23.7
CHTR,27-JAN-23,Dec 2022,8.03,7.69,-0.34,-4.23
CHUY,16-FEB-23,Dec 2022,0.2,0.27,0.07,35.0
CHX,01-FEB-23,Dec 2022,0.39,0.43,0.04,10.26
CI,03-FEB-23,Dec 2022,4.84,4.96,0.12,2.48
CIEN,06-MAR-23,Jan 2023,0.36,0.64,0.28,77.78
CIM,15-FEB-23,Dec 2022,0.24,0.11,-0.13,-54.17
CINF,06-FEB-23,Dec 2022,1.28,1.27,-0.01,-0.78
CIO,23-FEB-23,Dec 2022,0.37,-0.36,-0.73,-197.3
CIR,15-MAR-23,Dec 2022,0.4,0.77,0.37,92.5
CIVB,07-FEB-23,Dec 2022,0.74,0.77,0.03,4.05
CIVI,22-FEB-23,Dec 2022,2.51,2.49,-0.02,-0.8
CL,27-JAN-23,Dec 2022,0.77,0.77,0.0,0.0
CLBK,25-JAN-23,Dec 2022,0.21,0.21,0.0,0.0
CLDT,23-FEB-23,Dec 2022,0.18,-0.08,-0.26,-144.44
CLDX,28-FEB-23,Dec 2022,-0.59,-0.56,0.03,5.08
CLF,13-FEB-23,Dec 2022,-0.33,-0.3,0.03,9.09
CLFD,02-FEB-23,Dec 2022,0.97,1.0,0.03,3.09
CLH,01-MAR-23,Dec 2022,1.29,1.44,0.15,11.63
CLNE,28-FEB-23,Dec 2022,0.02,0.01,-0.01,-50.0
CLVT,01-MAR-23,Dec 2022,0.17,0.22,0.05,29.41
CLW,14-FEB-23,Dec 2022,-0.09,-0.3,-0.21,-233.33
CLX,02-FEB-23,Dec 2022,0.65,0.98,0.33,50.77
CMA,19-JAN-23,Dec 2022,2.56,2.58,0.02,0.78
CMBM,16-FEB-23,Dec 2022,0.25,0.36,0.11,44.0
CMC,09-JAN-23,Nov 2022,1.99,2.24,0.25,12.56
CMCO,01-FEB-23,Dec 2022,0.6,0.72,0.12,20.0
CMCSA,26-JAN-23,Dec 2022,0.78,0.82,0.04,5.13
CME,08-FEB-23,Dec 2022,1.9,1.92,0.02,1.05
CMG,07-FEB-23,Dec 2022,8.88,8.29,-0.59,-6.64
CMI,06-FEB-23,Dec 2022,4.66,4.52,-0.14,-3.0
CMPR,25-JAN-23,Dec 2022,1.32,-0.46,-1.78,-134.85
CMRE,08-FEB-23,Dec 2022,0.7,0.61,-0.09,-12.86
CMS,02-FEB-23,Dec 2022,0.6,0.6,0.0,0.0
CNA,06-FEB-23,Dec 2022,0.83,1.01,0.18,21.69
CNC,07-FEB-23,Dec 2022,0.87,0.86,-0.01,-1.15
CNK,24-FEB-23,Dec 2022,-0.34,-0.82,-0.48,-141.18
CNMD,02-FEB-23,Dec 2022,0.93,0.42,-0.51,-54.84
CNNE,22-FEB-23,Dec 2022,-0.3,0.35,0.65,216.67
CNO,07-FEB-23,Dec 2022,0.56,0.56,0.0,0.0
CNOB,26-JAN-23,Dec 2022,0.83,0.79,-0.04,-4.82
CNP,17-FEB-23,Dec 2022,0.29,0.28,-0.01,-3.45
CNX,26-JAN-23,Dec 2022,0.57,1.64,1.07,187.72
CNXC,19-JAN-23,Nov 2022,3.33,2.88,-0.45,-13.51
CNXN,09-FEB-23,Dec 2022,0.75,0.71,-0.04,-5.33
COCO,08-MAR-23,Dec 2022,0.04,0.04,0.0,0.0
CODI,01-MAR-23,Dec 2022,0.42,0.31,-0.11,-26.19
COF,24-JAN-23,Dec 2022,3.81,2.82,-0.99,-25.98
COGT,14-MAR-23,Dec 2022,-0.5,-0.56,-0.06,-12.0
COHR,08-FEB-23,Dec 2022,0.93,0.95,0.02,2.15
COHU,16-FEB-23,Dec 2022,0.6,0.7,0.1,16.67
COIN,21-FEB-23,Dec 2022,-2.39,-2.46,-0.07,-2.93
COLB,24-JAN-23,Dec 2022,0.92,0.93,0.01,1.09
COLD,16-FEB-23,Dec 2022,0.29,0.01,-0.28,-96.55
COLL,23-FEB-23,Dec 2022,1.03,1.09,0.06,5.83
COLM,02-FEB-23,Dec 2022,2.31,2.45,0.14,6.06
COMM,23-FEB-23,Dec 2022,0.47,0.49,0.02,4.26
COO,02-MAR-23,Jan 2023,2.66,2.9,0.24,9.02
COOP,10-FEB-23,Dec 2022,0.77,0.86,0.09,11.69
COP,02-FEB-23,Dec 2022,2.72,2.71,-0.01,-0.37
CORT,28-FEB-23,Dec 2022,0.23,0.14,-0.09,-39.13
COST,08-DEC-22,Nov 2022,3.14,3.1,-0.04,-1.27
COTY,08-FEB-23,Dec 2022,0.15,0.22,0.07,46.67
COUR,09-FEB-23,Dec 2022,-0.12,-0.04,0.08,66.67
CPA,15-FEB-23,Dec 2022,4.09,4.49,0.4,9.78
CPB,08-MAR-23,Jan 2023,0.73,0.8,0.07,9.59
CPE,22-FEB-23,Dec 2022,3.44,3.36,-0.08,-2.33
CPF,25-JAN-23,Dec 2022,0.61,0.74,0.13,21.31
CPK,22-FEB-23,Dec 2022,1.36,1.47,0.11,8.09
CPRI,08-FEB-23,Dec 2022,2.21,1.84,-0.37,-16.74
CPRT,20-FEB-23,Jan 2023,0.56,0.61,0.05,8.93
CPRX,15-MAR-23,Dec 2022,0.21,0.22,0.01,4.76
CPSI,14-FEB-23,Dec 2022,0.59,0.61,0.02,3.39
CPT,02-FEB-23,Dec 2022,1.76,0.42,-1.34,-76.14
CRAI,02-MAR-23,Dec 2022,1.4,1.19,-0.21,-15.0
CRC,24-FEB-23,Dec 2022,1.77,1.24,-0.53,-29.94
CRI,24-FEB-23,Dec 2022,1.74,2.29,0.55,31.61
CRK,14-FEB-23,Dec 2022,0.84,1.05,0.21,25.0
CRL,22-FEB-23,Dec 2022,2.75,2.98,0.23,8.36
CRM,01-MAR-23,Jan 2023,1.35,1.68,0.33,24.44
CRMT,22-FEB-23,Jan 2023,0.49,0.23,-0.26,-53.06
CRNC,08-FEB-23,Dec 2022,0.09,0.36,0.27,300.0
CRNX,28-FEB-23,Dec 2022,-0.82,-0.84,-0.02,-2.44
CROX,16-FEB-23,Dec 2022,2.18,2.65,0.47,21.56
CRS,26-JAN-23,Dec 2022,0.12,0.13,0.01,8.33
CRSR,09-FEB-23,Dec 2022,0.17,0.2,0.03,17.65
CRUS,02-FEB-23,Dec 2022,1.99,2.4,0.41,20.6
CRWD,07-MAR-23,Jan 2023,0.43,0.47,0.04,9.3
CSCO,15-FEB-23,Jan 2023,0.86,0.88,0.02,2.33
CSGP,21-FEB-23,Dec 2022,0.34,0.38,0.04,11.76
CSGS,01-FEB-23,Dec 2022,0.92,0.84,-0.08,-8.7
CSII,08-FEB-23,Dec 2022,-0.15,-0.2,-0.05,-33.33
CSL,07-FEB-23,Dec 2022,3.86,3.92,0.06,1.55
CSR,21-FEB-23,Dec 2022,1.16,-0.24,-1.4,-120.69
CSTL,28-FEB-23,Dec 2022,-0.91,-0.78,0.13,14.29
CSTM,22-FEB-23,Dec 2022,0.21,0.2,-0.01,-4.76
CSTR,19-JAN-23,Dec 2022,0.49,0.47,-0.02,-4.08
CSV,22-FEB-23,Dec 2022,0.54,0.64,0.1,18.52
CSX,25-JAN-23,Dec 2022,0.47,0.49,0.02,4.26
CTAS,21-DEC-22,Nov 2022,3.03,3.12,0.09,2.97
CTBI,18-JAN-23,Dec 2022,1.23,1.26,0.03,2.44
CTIC,06-MAR-23,Dec 2022,-0.09,-0.14,-0.05,-55.56
CTLT,07-FEB-23,Dec 2022,0.72,0.67,-0.05,-6.94
CTO,23-FEB-23,Dec 2022,0.47,-0.21,-0.68,-144.68
CTRA,22-FEB-23,Dec 2022,1.13,1.16,0.03,2.65
CTRE,09-FEB-23,Dec 2022,0.38,0.15,-0.23,-60.53
CTS,07-FEB-23,Dec 2022,0.56,0.56,0.0,0.0
CTSH,02-FEB-23,Dec 2022,1.01,1.01,0.0,0.0
CTVA,01-FEB-23,Dec 2022,0.06,0.16,0.1,166.67
CUBE,23-FEB-23,Dec 2022,0.66,0.36,-0.3,-45.45
CUBI,25-JAN-23,Dec 2022,1.66,1.19,-0.47,-28.31
CUTR,28-FEB-23,Dec 2022,-0.29,-0.11,0.18,62.07
CUZ,09-FEB-23,Dec 2022,0.65,0.16,-0.49,-75.38
CVBF,25-JAN-23,Dec 2022,0.47,0.47,0.0,0.0
CVCO,02-FEB-23,Dec 2022,5.85,6.66,0.81,13.85
CVGW,06-MAR-23,Jan 2023,0.24,-0.08,-0.32,-133.33
CVI,21-FEB-23,Dec 2022,1.4,1.68,0.28,20.0
CVLG,25-JAN-23,Dec 2022,1.51,1.37,-0.14,-9.27
CVLT,31-JAN-23,Dec 2022,0.68,0.62,-0.06,-8.82
CVNA,23-FEB-23,Dec 2022,-2.3,-0.97,1.33,57.83
CVS,08-FEB-23,Dec 2022,1.92,1.99,0.07,3.65
CVT,14-MAR-23,Dec 2022,0.07,-0.02,-0.09,-128.57
CVX,27-JAN-23,Dec 2022,4.16,4.09,-0.07,-1.68
CW,21-FEB-23,Dec 2022,3.02,2.92,-0.1,-3.31
CWEN,23-FEB-23,Dec 2022,-0.88,0.1,0.98,111.36
CWH,21-FEB-23,Dec 2022,-0.01,-0.2,-0.19,-1900.0
CWK,23-FEB-23,Dec 2022,0.46,0.46,0.0,0.0
CWST,16-FEB-23,Dec 2022,0.24,0.18,-0.06,-25.0
CWT,01-MAR-23,Dec 2022,0.22,0.35,0.13,59.09
CXW,08-FEB-23,Dec 2022,0.33,0.22,-0.11,-33.33
CYH,15-FEB-23,Dec 2022,0.41,1.5,1.09,265.85
CYRX,23-FEB-23,Dec 2022,-0.21,-0.24,-0.03,-14.29
CYTK,01-MAR-23,Dec 2022,-1.22,-1.45,-0.23,-18.85
CZR,21-FEB-23,Dec 2022,-0.18,-0.11,0.07,38.89
D,08-FEB-23,Dec 2022,1.03,1.06,0.03,2.91
DAL,13-JAN-23,Dec 2022,1.29,1.48,0.19,14.73
DAN,21-FEB-23,Dec 2022,0.23,-0.1,-0.33,-143.48
DAR,27-FEB-23,Dec 2022,1.28,1.08,-0.2,-15.63
DBI,16-MAR-23,Jan 2023,-0.02,0.07,0.09,450.0
DBX,16-FEB-23,Dec 2022,0.39,0.4,0.01,2.56
DCI,01-MAR-23,Jan 2023,0.69,0.75,0.06,8.7
DCO,16-FEB-23,Dec 2022,0.83,0.85,0.02,2.41
DCOM,27-JAN-23,Dec 2022,0.98,0.99,0.01,1.02
DCPH,07-FEB-23,Dec 2022,-0.57,-0.6,-0.03,-5.26
DD,07-FEB-23,Dec 2022,0.79,0.89,0.1,12.66
DDD,28-FEB-23,Dec 2022,-0.08,-0.06,0.02,25.0
DDOG,16-FEB-23,Dec 2022,0.19,0.26,0.07,36.84
DDS,21-FEB-23,Jan 2023,8.85,14.5,5.65,63.84
DE,17-FEB-23,Jan 2023,5.53,6.55,1.02,18.44
DEA,28-FEB-23,Dec 2022,0.3,0.18,-0.12,-40.0
DECK,02-FEB-23,Dec 2022,9.57,10.48,0.91,9.51
DEI,07-FEB-23,Dec 2022,0.52,0.14,-0.38,-73.08
DELL,02-MAR-23,Jan 2023,1.64,1.8,0.16,9.76
DEN,23-FEB-23,Dec 2022,1.61,1.48,-0.13,-8.07
DENN,13-FEB-23,Dec 2022,0.16,0.18,0.02,12.5
DFIN,21-FEB-23,Dec 2022,0.78,0.59,-0.19,-24.36
DFS,18-JAN-23,Dec 2022,3.58,3.77,0.19,5.31
DG,16-MAR-23,Jan 2023,2.94,2.96,0.02,0.68
DGII,02-FEB-23,Dec 2022,0.4,0.48,0.08,20.0
DGX,02-FEB-23,Dec 2022,1.9,1.98,0.08,4.21
DHC,01-MAR-23,Dec 2022,-0.01,-0.27,-0.26,-2600.0
DHI,24-JAN-23,Dec 2022,2.27,2.76,0.49,21.59
DHR,24-JAN-23,Dec 2022,2.46,2.87,0.41,16.67
DHT,08-FEB-23,Dec 2022,0.36,0.38,0.02,5.56
DIN,01-MAR-23,Dec 2022,1.21,1.34,0.13,10.74
DIOD,06-FEB-23,Dec 2022,1.64,1.73,0.09,5.49
DIS,08-FEB-23,Dec 2022,0.69,0.99,0.3,43.48
DISH,23-FEB-23,Dec 2022,0.47,1.47,1.0,212.77
DK,28-FEB-23,Dec 2022,0.82,0.88,0.06,7.32
DKNG,16-FEB-23,Dec 2022,-0.62,-0.53,0.09,14.52
DKS,07-MAR-23,Jan 2023,2.86,2.93,0.07,2.45
DLB,02-FEB-23,Dec 2022,0.79,1.11,0.32,40.51
DLR,16-FEB-23,Dec 2022,1.68,-0.02,-1.7,-101.19
DLTR,01-MAR-23,Jan 2023,2.03,2.04,0.01,0.49
DM,01-MAR-23,Dec 2022,-0.1,-0.09,0.01,10.0
DNB,16-FEB-23,Dec 2022,0.34,0.32,-0.02,-5.88
DNLI,27-FEB-23,Dec 2022,-0.78,-0.75,0.03,3.85
DNOW,16-FEB-23,Dec 2022,0.19,0.25,0.06,31.58
DNUT,15-FEB-23,Dec 2022,0.1,0.11,0.01,10.0
DOC,22-FEB-23,Dec 2022,0.26,0.05,-0.21,-80.77
DOCN,16-FEB-23,Dec 2022,0.19,0.28,0.09,47.37
DOCS,09-FEB-23,Dec 2022,0.17,0.22,0.05,29.41
DOCU,09-MAR-23,Jan 2023,0.53,0.65,0.12,22.64
DOMO,06-MAR-23,Jan 2023,-0.1,-0.02,0.08,80.0
DOOR,22-FEB-23,Dec 2022,1.88,1.72,-0.16,-8.51
DORM,28-FEB-23,Dec 2022,1.01,1.01,0.0,0.0
DOV,31-JAN-23,Dec 2022,2.15,2.16,0.01,0.47
DOW,26-JAN-23,Dec 2022,0.57,0.46,-0.11,-19.3
DOX,31-JAN-23,Dec 2022,1.32,1.45,0.13,9.85
DPZ,23-FEB-23,Dec 2022,3.92,4.43,0.51,13.01
DRH,21-FEB-23,Dec 2022,0.23,0.07,-0.16,-69.57
DRI,16-DEC-22,Nov 2022,1.41,1.52,0.11,7.8
DRQ,27-FEB-23,Dec 2022,-0.04,0.06,0.1,250.0
DRVN,22-FEB-23,Dec 2022,0.25,0.25,0.0,0.0
DSKE,06-FEB-23,Dec 2022,0.02,0.09,0.07,350.0
DT,01-FEB-23,Dec 2022,0.22,0.25,0.03,13.64
DTE,23-FEB-23,Dec 2022,1.22,1.31,0.09,7.38
DUK,09-FEB-23,Dec 2022,1.06,1.11,0.05,4.72
DV,01-MAR-23,Dec 2022,0.11,0.1,-0.01,-9.09
DVA,22-FEB-23,Dec 2022,0.88,1.11,0.23,26.14
DVAX,23-FEB-23,Dec 2022,0.46,0.45,-0.01,-2.17
DVN,14-FEB-23,Dec 2022,1.75,1.66,-0.09,-5.14
DXC,01-FEB-23,Dec 2022,0.84,0.95,0.11,13.1
DXCM,09-FEB-23,Dec 2022,0.26,0.34,0.08,30.77
DY,01-MAR-23,Jan 2023,0.17,0.83,0.66,388.24
DYN,02-MAR-23,Dec 2022,-0.84,-0.74,0.1,11.9
EA,31-JAN-23,Dec 2022,3.05,2.71,-0.34,-11.15
EAT,01-FEB-23,Dec 2022,0.51,0.76,0.25,49.02
EB,28-FEB-23,Dec 2022,-0.15,0.04,0.19,126.67
EBAY,22-FEB-23,Dec 2022,1.06,1.07,0.01,0.94
EBS,27-FEB-23,Dec 2022,0.32,-0.31,-0.63,-196.88
ECL,14-FEB-23,Dec 2022,1.25,1.27,0.02,1.6
ECPG,22-FEB-23,Dec 2022,1.43,-3.11,-4.54,-317.48
ED,16-FEB-23,Dec 2022,0.78,0.81,0.03,3.85
EDIT,22-FEB-23,Dec 2022,-0.84,-0.88,-0.04,-4.76
EE,27-MAR-23,Dec 2022,0.14,0.26,0.12,85.71
EEFT,07-FEB-23,Dec 2022,1.21,1.39,0.18,14.88
EFC,23-FEB-23,Dec 2022,0.43,0.42,-0.01,-2.33
EFSC,23-JAN-23,Dec 2022,1.34,1.58,0.24,17.91
EFX,08-FEB-23,Dec 2022,1.48,1.52,0.04,2.7
EGBN,18-JAN-23,Dec 2022,1.16,1.32,0.16,13.79
EGHT,01-FEB-23,Dec 2022,0.03,0.07,0.04,133.33
EGLE,02-MAR-23,Dec 2022,2.71,2.28,-0.43,-15.87
EGP,07-FEB-23,Dec 2022,1.77,0.89,-0.88,-49.72
EGRX,13-MAR-23,Dec 2022,0.78,1.1,0.32,41.03
EHC,07-FEB-23,Dec 2022,0.85,0.88,0.03,3.53
EIG,16-FEB-23,Dec 2022,0.76,1.25,0.49,64.47
EIX,23-FEB-23,Dec 2022,1.08,1.14,0.06,5.56
EL,02-FEB-23,Dec 2022,1.29,1.54,0.25,19.38
ELAN,21-FEB-23,Dec 2022,0.13,0.19,0.06,46.15
ELF,01-FEB-23,Dec 2022,0.23,0.48,0.25,108.7
ELS,30-JAN-23,Dec 2022,0.6,0.39,-0.21,-35.0
EME,23-FEB-23,Dec 2022,2.28,2.63,0.35,15.35
EMN,26-JAN-23,Dec 2022,1.26,0.89,-0.37,-29.37
EMR,08-FEB-23,Dec 2022,0.88,0.78,-0.1,-11.36
ENPH,07-FEB-23,Dec 2022,1.27,1.51,0.24,18.9
ENR,06-FEB-23,Dec 2022,0.73,0.72,-0.01,-1.37
ENS,08-FEB-23,Dec 2022,1.24,1.27,0.03,2.42
ENSG,02-FEB-23,Dec 2022,1.1,1.1,0.0,0.0
ENTA,07-FEB-23,Dec 2022,-1.52,-1.39,0.13,8.55
ENTG,14-FEB-23,Dec 2022,0.78,0.83,0.05,6.41
ENV,23-FEB-23,Dec 2022,0.43,0.45,0.02,4.65
ENVA,01-FEB-23,Dec 2022,1.65,1.76,0.11,6.67
ENVX,22-FEB-23,Dec 2022,-0.15,-0.19,-0.04,-26.67
EOG,23-FEB-23,Dec 2022,3.31,3.3,-0.01,-0.3
EOLS,08-MAR-23,Dec 2022,-0.14,-0.16,-0.02,-14.29
EPAM,16-FEB-23,Dec 2022,2.68,2.93,0.25,9.33
EPC,08-FEB-23,Dec 2022,0.21,0.31,0.1,47.62
EPR,22-FEB-23,Dec 2022,1.25,0.48,-0.77,-61.6
EPRT,15-FEB-23,Dec 2022,0.39,0.25,-0.14,-35.9
EQBK,25-JAN-23,Dec 2022,0.83,0.77,-0.06,-7.23
EQC,08-FEB-23,Dec 2022,0.13,0.17,0.04,30.77
EQH,08-FEB-23,Dec 2022,1.29,1.11,-0.18,-13.95
EQIX,15-FEB-23,Dec 2022,6.82,1.39,-5.43,-79.62
EQR,09-FEB-23,Dec 2022,0.94,0.42,-0.52,-55.32
EQT,15-FEB-23,Dec 2022,0.43,0.42,-0.01,-2.33
ERII,22-FEB-23,Dec 2022,0.17,0.26,0.09,52.94
ES,13-FEB-23,Dec 2022,0.94,0.92,-0.02,-2.13
ESI,21-FEB-23,Dec 2022,0.28,0.29,0.01,3.57
ESNT,10-FEB-23,Dec 2022,1.59,1.37,-0.22,-13.84
ESPR,21-FEB-23,Dec 2022,-0.87,-0.76,0.11,12.64
ESQ,25-JAN-23,Dec 2022,1.0,1.1,0.1,10.0
ESRT,15-FEB-23,Dec 2022,0.19,0.08,-0.11,-57.89
ESS,07-FEB-23,Dec 2022,3.74,2.86,-0.88,-23.53
ESTC,02-MAR-23,Jan 2023,0.05,0.17,0.12,240.0
ESTE,08-MAR-23,Dec 2022,0.95,1.04,0.09,9.47
ETN,08-FEB-23,Dec 2022,2.04,2.06,0.02,0.98
ETR,16-FEB-23,Dec 2022,0.45,0.51,0.06,13.33
ETRN,21-FEB-23,Dec 2022,0.13,0.13,0.0,0.0
ETSY,22-FEB-23,Dec 2022,0.82,0.77,-0.05,-6.1
EVA,01-MAR-23,Dec 2022,0.66,-0.76,-1.42,-215.15
EVBG,22-FEB-23,Dec 2022,0.31,0.39,0.08,25.81
EVCM,15-MAR-23,Dec 2022,0.09,-0.04,-0.13,-144.44
EVER,27-FEB-23,Dec 2022,-0.27,-0.26,0.01,3.7
EVH,22-FEB-23,Dec 2022,0.06,0.1,0.04,66.67
EVR,01-FEB-23,Dec 2022,2.65,3.5,0.85,32.08
EVRG,24-FEB-23,Dec 2022,0.22,0.3,0.08,36.36
EVRI,01-MAR-23,Dec 2022,0.24,0.28,0.04,16.67
EVTC,22-FEB-23,Dec 2022,0.65,0.65,0.0,0.0
EW,31-JAN-23,Dec 2022,0.61,0.64,0.03,4.92
EWBC,26-JAN-23,Dec 2022,2.22,2.37,0.15,6.76
EWCZ,09-MAR-23,Dec 2022,0.09,1.21,1.12,1244.44
EXAS,21-FEB-23,Dec 2022,-0.9,-0.72,0.18,20.0
EXC,14-FEB-23,Dec 2022,0.43,0.43,0.0,0.0
EXEL,07-FEB-23,Dec 2022,-0.05,-0.03,0.02,40.0
EXLS,23-FEB-23,Dec 2022,1.47,1.56,0.09,6.12
EXP,26-JAN-23,Dec 2022,3.2,3.2,0.0,0.0
EXPD,21-FEB-23,Dec 2022,2.09,1.38,-0.71,-33.97
EXPE,09-FEB-23,Dec 2022,1.85,1.26,-0.59,-31.89
EXPI,28-FEB-23,Dec 2022,-0.03,-0.05,-0.02,-66.67
EXPO,02-FEB-23,Dec 2022,0.4,0.44,0.04,10.0
EXR,22-FEB-23,Dec 2022,2.08,1.52,-0.56,-26.92
EXTR,25-JAN-23,Dec 2022,0.24,0.27,0.03,12.5
EYE,01-MAR-23,Dec 2022,-0.06,-0.08,-0.02,-33.33
EZPW,01-FEB-23,Dec 2022,0.2,0.28,0.08,40.0
F,02-FEB-23,Dec 2022,0.6,0.51,-0.09,-15.0
FAF,09-FEB-23,Dec 2022,1.45,1.35,-0.1,-6.9
FANG,21-FEB-23,Dec 2022,5.2,5.29,0.09,1.73
FAST,19-JAN-23,Dec 2022,0.42,0.43,0.01,2.38
FATE,28-FEB-23,Dec 2022,-0.86,-0.58,0.28,32.56
FBIZ,26-JAN-23,Dec 2022,1.12,1.18,0.06,5.36
FBK,17-JAN-23,Dec 2022,0.81,0.85,0.04,4.94
FBMS,25-JAN-23,Dec 2022,0.83,0.71,-0.12,-14.46
FBNC,24-JAN-23,Dec 2022,1.02,1.08,0.06,5.88
FBP,27-JAN-23,Dec 2022,0.41,0.4,-0.01,-2.44
FC,05-JAN-23,Nov 2022,0.28,0.32,0.04,14.29
FCBC,24-JAN-23,Dec 2022,0.78,0.78,0.0,0.0
FCEL,09-MAR-23,Jan 2023,-0.07,-0.05,0.02,28.57
FCF,24-JAN-23,Dec 2022,0.44,0.39,-0.05,-11.36
FCFS,02-FEB-23,Dec 2022,1.56,1.65,0.09,5.77
FCN,23-FEB-23,Dec 2022,1.33,1.52,0.19,14.29
FCNCA,26-JAN-23,Dec 2022,23.34,20.94,-2.4,-10.28
FCPT,15-FEB-23,Dec 2022,0.41,0.27,-0.14,-34.15
FCX,25-JAN-23,Dec 2022,0.4,0.52,0.12,30.0
FDS,20-DEC-22,Nov 2022,3.6,3.99,0.39,10.83
FDX,20-DEC-22,Nov 2022,2.77,3.18,0.41,14.8
FE,13-FEB-23,Dec 2022,0.53,0.5,-0.03,-5.66
FELE,14-FEB-23,Dec 2022,0.93,0.84,-0.09,-9.68
FFBC,26-JAN-23,Dec 2022,0.68,0.73,0.05,7.35
FFIC,26-JAN-23,Dec 2022,0.53,0.57,0.04,7.55
FFIN,19-JAN-23,Dec 2022,0.41,0.41,0.0,0.0
FFIV,24-JAN-23,Dec 2022,2.34,2.47,0.13,5.56
FFWM,26-JAN-23,Dec 2022,0.31,0.35,0.04,12.9
FGEN,27-FEB-23,Dec 2022,-0.95,-0.7,0.25,26.32
FHB,27-JAN-23,Dec 2022,0.57,0.62,0.05,8.77
FHI,26-JAN-23,Dec 2022,0.75,0.9,0.15,20.0
FHN,18-JAN-23,Dec 2022,0.5,0.51,0.01,2.0
FIBK,26-JAN-23,Dec 2022,1.05,0.86,-0.19,-18.1
FICO,26-JAN-23,Dec 2022,4.1,4.26,0.16,3.9
FIS,13-FEB-23,Dec 2022,1.7,1.71,0.01,0.59
FISI,30-JAN-23,Dec 2022,0.75,0.76,0.01,1.33
FISV,07-FEB-23,Dec 2022,1.91,1.91,0.0,0.0
FITB,19-JAN-23,Dec 2022,0.99,1.04,0.05,5.05
